Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11	Sweep 12	Sweep 13	Sweep 14	Sweep 15	Sweep 16	Sweep 17	Sweep 18	Sweep 19	Sweep 20
42.25	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
42.9	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
43.55	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
44.2	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
44.85	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
45.5	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
46.15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
46.8	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
47.45	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
48.1	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
